calibrations,residual_count,initial_soc_kwh,final_soc_kwh,calibration_seconds,day_seconds
"[{'theta': array([ 5.52725170e+01, -1.49419989e+03,  5.28916519e-01, -6.10800356e+02,
        4.74809685e-01, -2.28275420e+03, -9.75521592e-02]), 'n_active': 7, 'beta1_train': 5267.039159967069, 'beta0_train': 6689.747706561341, 'beta1_val': -1180.943051066601, 'beta0_val': -1180.943051066601, 'selected_score': 5237.047334279634, 'evaluations': 320, 'seconds': 0.43623560000560246, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,3425.9287996296275,3258.7543148929085,0.43623560000560246,0.49403020000318065
"[{'theta': array([ 1.02404351e+02, -3.27269638e+02,  1.96569159e+00, -2.03494345e+02,
       -1.40863824e+00, -6.95836083e+03,  1.23388403e+00]), 'n_active': 7, 'beta1_train': 5848.874467973763, 'beta0_train': 7967.948275758983, 'beta1_val': -1356.770880361421, 'beta0_val': -1356.770880361421, 'selected_score': 5791.3592513814265, 'evaluations': 320, 'seconds': 0.4622894000058295, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,3258.7543148929085,2435.979144357532,0.4622894000058295,0.5288818999979412
"[{'theta': array([ 4.63150869e+02, -8.29585371e+03,  8.72403516e-01, -7.23326377e+02,
       -6.33724837e-01, -5.47199763e+02, -5.89700434e-01]), 'n_active': 7, 'beta1_train': 6457.863775656709, 'beta0_train': 8025.08500088669, 'beta1_val': -802.0024255843392, 'beta0_val': -1028.2061513617614, 'selected_score': 6174.42373559119, 'evaluations': 320, 'seconds': 0.44299019999743905, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2435.979144357532,2727.935278419403,0.44299019999743905,0.5060939000104554
"[{'theta': array([0., 0., 0., 0., 0., 0., 0.]), 'n_active': 7, 'beta1_train': 7336.690520177254, 'beta0_train': 9132.925675618899, 'beta1_val': -894.15168516362, 'beta0_val': -894.15168516362, 'selected_score': 7336.690520177254, 'evaluations': 320, 'seconds': 0.4425802999903681, 'method': 'differential_evolution_v2', 'accepted_search': False, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2727.935278419403,3162.136392407407,0.4425802999903681,0.5154560999944806
"[{'theta': array([-4.39802657e+03, -4.90899342e+03,  1.07939322e+00,  2.01118359e+03,
       -8.93232025e-01, -2.19764146e+02,  1.87131010e+00]), 'n_active': 7, 'beta1_train': 4125.822645934704, 'beta0_train': 5068.253068516533, 'beta1_val': -549.7803845803701, 'beta0_val': -549.7803845803701, 'selected_score': 4110.046103013829, 'evaluations': 320, 'seconds': 0.45404129999224097, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,3162.136392407407,2785.403463557847,0.45404129999224097,0.5183167000068352
"[{'theta': array([-1.06487192e+03,  7.01085548e+02,  6.44898909e-01,  6.80694727e+03,
        1.70942089e-01, -5.50472677e+01, -6.86838930e-01]), 'n_active': 7, 'beta1_train': 5182.16762748414, 'beta0_train': 6511.146952524763, 'beta1_val': -1059.3404472174288, 'beta0_val': -1059.3404472174288, 'selected_score': 5106.016496434777, 'evaluations': 320, 'seconds': 0.447291700009373, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2785.403463557847,3740.5804251851896,0.447291700009373,0.5147613000008278
"[{'theta': array([-1.15925611e+03, -1.39551831e+03, -1.31017255e+00, -1.39223955e+03,
        4.55302425e-02, -3.62737952e+03, -1.72819316e+00]), 'n_active': 7, 'beta1_train': 10474.376276566663, 'beta0_train': 11514.037716368097, 'beta1_val': 753.1621476083337, 'beta0_val': -1198.1327202399991, 'selected_score': 9202.813041441876, 'evaluations': 320, 'seconds': 0.4348809000075562, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,3740.5804251851896,2088.2506200000003,0.4348809000075562,0.49466290000418667
"[{'theta': array([-9600., -9600.,     0., -9600.,     0., -9600.,     0.]), 'n_active': 7, 'beta1_train': 8273.768210197608, 'beta0_train': 10564.055335243986, 'beta1_val': 1146.745107961431, 'beta0_val': -1073.8424482278672, 'selected_score': 10564.055335243986, 'evaluations': 320, 'seconds': 0.5009619999909773, 'method': 'differential_evolution_v2', 'accepted_search': False, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2088.2506200000003,2278.0380144444434,0.5009619999909773,0.5613153000012971
"[{'theta': array([-8.71758719e+02, -5.94168151e+02, -8.80579138e-01, -1.02311883e+03,
       -1.29998165e-01, -2.45373635e+03,  6.41220172e-02]), 'n_active': 7, 'beta1_train': 8190.700792373654, 'beta0_train': 10489.881467354882, 'beta1_val': -84.17393589571475, 'beta0_val': -1112.8805392527986, 'selected_score': 8160.038047215739, 'evaluations': 320, 'seconds': 0.4863733999955002, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2278.0380144444434,2542.5846790985092,0.4863733999955002,0.5517107999912696
"[{'theta': array([-9600., -9600.,     0., -9600.,     0., -9600.,     0.]), 'n_active': 7, 'beta1_train': 7945.9480929031015, 'beta0_train': 9842.798666534052, 'beta1_val': -900.3674016598806, 'beta0_val': -1079.2493522555653, 'selected_score': 9842.798666534052, 'evaluations': 320, 'seconds': 0.4866379000013694, 'method': 'differential_evolution_v2', 'accepted_search': False, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2542.5846790985092,2132.176001374628,0.4866379000013694,0.5510512000037124
"[{'theta': array([-9600., -9600.,     0., -9600.,     0., -9600.,     0.]), 'n_active': 7, 'beta1_train': 8019.743332315234, 'beta0_train': 10286.47482464969, 'beta1_val': 3609.1798346795576, 'beta0_val': -167.4037405347906, 'selected_score': 10286.47482464969, 'evaluations': 320, 'seconds': 0.5342261999903712, 'method': 'differential_evolution_v2', 'accepted_search': False, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2132.176001374628,2161.7040386785216,0.5342261999903712,0.588751899995259
"[{'theta': array([-9600., -9600.,     0., -9600.,     0., -9600.,     0.]), 'n_active': 7, 'beta1_train': 4184.187917378484, 'beta0_train': 4905.849577180615, 'beta1_val': 747.4662858710177, 'beta0_val': -689.517326264543, 'selected_score': 4905.849577180615, 'evaluations': 320, 'seconds': 0.5225510000018403, 'method': 'differential_evolution_v2', 'accepted_search': False, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2161.7040386785216,2590.789919074076,0.5225510000018403,0.5907925999927102
"[{'theta': array([-8.18866369e+03, -3.97076680e+02,  5.31434864e-01, -1.13120160e+03,
        1.78735616e+00, -4.03137680e+02,  8.26183781e-01]), 'n_active': 7, 'beta1_train': 5523.816459681394, 'beta0_train': 6626.139011828722, 'beta1_val': -1010.0459020414817, 'beta0_val': -1010.0459020414817, 'selected_score': 5426.740903557312, 'evaluations': 320, 'seconds': 0.5467302000033669, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2590.789919074076,3558.2217801851853,0.5467302000033669,0.6139942000008887
"[{'theta': array([-9.35270879e+02, -6.30933974e+02,  1.48987702e+00, -6.17017793e+02,
        1.62284121e+00, -2.32065774e+03,  5.28815861e-01]), 'n_active': 7, 'beta1_train': 8770.993649125858, 'beta0_train': 9860.299173362997, 'beta1_val': -909.3586634419198, 'beta0_val': -1118.039639981532, 'selected_score': 8339.096227854596, 'evaluations': 320, 'seconds': 0.5387191000045277, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,3558.2217801851853,1677.048698703705,0.5387191000045277,0.624660400004359
"[{'theta': array([-7.92529698e+02, -4.00576094e+02, -4.72482632e-01, -1.45626964e+03,
       -6.28898280e-02, -7.31959941e+02,  1.85863664e+00]), 'n_active': 7, 'beta1_train': 8157.220632943708, 'beta0_train': 10615.688995997152, 'beta1_val': -152.50932692023787, 'beta0_val': -152.55298835358155, 'selected_score': 7949.619444387739, 'evaluations': 320, 'seconds': 0.4857328000070993, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1677.048698703705,2429.0565939346793,0.4857328000070993,0.5568912000017008
"[{'theta': array([-9600., -9600.,     0., -9600.,     0., -9600.,     0.]), 'n_active': 7, 'beta1_train': 8601.255904132608, 'beta0_train': 11123.004388083895, 'beta1_val': -586.3068087491642, 'beta0_val': -1019.8947469134016, 'selected_score': 11123.004388083895, 'evaluations': 320, 'seconds': 0.4631245999917155, 'method': 'differential_evolution_v2', 'accepted_search': False, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2429.0565939346793,2301.732616296294,0.4631245999917155,0.5215902000054484
"[{'theta': array([0., 0., 0., 0., 0., 0., 0.]), 'n_active': 7, 'beta1_train': 8363.935025385375, 'beta0_train': 11727.427347677884, 'beta1_val': -973.9936904907402, 'beta0_val': -973.9936904907402, 'selected_score': 8363.935025385375, 'evaluations': 320, 'seconds': 0.4448941000009654, 'method': 'differential_evolution_v2', 'accepted_search': False, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2301.732616296294,2054.377887592592,0.4448941000009654,0.5136421000061091
"[{'theta': array([-9600., -9600.,     0., -9600.,     0., -9600.,     0.]), 'n_active': 7, 'beta1_train': 9608.188575605702, 'beta0_train': 12519.781390191965, 'beta1_val': -118.03182132003997, 'beta0_val': -358.16219529481464, 'selected_score': 12519.781390191965, 'evaluations': 320, 'seconds': 0.5758778000017628, 'method': 'differential_evolution_v2', 'accepted_search': False, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2054.377887592592,2255.9953549999987,0.5758778000017628,0.6712479999987409
"[{'theta': array([-4.80095352e+02, -1.50783422e+03,  8.48932542e-01,  6.27442368e+01,
       -6.88283724e-01, -5.70508700e+01,  3.21054671e-02]), 'n_active': 7, 'beta1_train': 4962.807358890703, 'beta0_train': 5724.576321993526, 'beta1_val': -314.74231382069246, 'beta0_val': -314.74231382069246, 'selected_score': 4851.619638985174, 'evaluations': 320, 'seconds': 0.5099271000071894, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2255.9953549999987,2330.286035260485,0.5099271000071894,0.5816188000026159
"[{'theta': array([-1.63620297e+03, -3.23009496e+03,  1.58818604e-01, -3.56922890e+02,
        6.92897470e-02, -3.39719713e+02,  2.82654764e-01]), 'n_active': 7, 'beta1_train': 4642.214687376021, 'beta0_train': 5605.562718182673, 'beta1_val': -895.0639806521419, 'beta0_val': -899.6945811702336, 'selected_score': 4580.667522743633, 'evaluations': 320, 'seconds': 0.5580006999953184, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2330.286035260485,2926.854385602968,0.5580006999953184,0.6365481999964686
"[{'theta': array([-1.79162488e+03, -2.37782730e+02, -5.23669501e-01, -1.15992873e+02,
        2.80288132e-01, -4.02895902e+02,  8.52773186e-01]), 'n_active': 7, 'beta1_train': 10352.471936274731, 'beta0_train': 13362.183134719395, 'beta1_val': -848.1123357755706, 'beta0_val': -889.8203502755707, 'selected_score': 10203.463083850264, 'evaluations': 320, 'seconds': 0.43992699999944307, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2926.854385602968,2684.142619997661,0.43992699999944307,0.49994119998882525
"[{'theta': array([0., 0., 0., 0., 0., 0., 0.]), 'n_active': 7, 'beta1_train': 9790.195319052085, 'beta0_train': 12498.33334875509, 'beta1_val': -993.6628501618106, 'beta0_val': -993.6628501618106, 'selected_score': 9790.195319052085, 'evaluations': 320, 'seconds': 0.44256460000178777, 'method': 'differential_evolution_v2', 'accepted_search': False, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2684.142619997661,2183.848522222224,0.44256460000178777,0.5002571000077296
"[{'theta': array([-9600., -9600.,     0., -9600.,     0., -9600.,     0.]), 'n_active': 7, 'beta1_train': 9360.743694771007, 'beta0_train': 13595.34569100955, 'beta1_val': 142.7977352533925, 'beta0_val': -659.1419297300647, 'selected_score': 13595.34569100955, 'evaluations': 320, 'seconds': 0.4351634000049671, 'method': 'differential_evolution_v2', 'accepted_search': False, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2183.848522222224,2252.6253022886094,0.4351634000049671,0.499156200006837
"[{'theta': array([-1.21934164e+02,  1.19864047e+02, -8.57874946e-01, -4.64466042e+02,
        6.40215749e-01, -4.05080425e+03, -1.35516723e-01]), 'n_active': 7, 'beta1_train': 8755.66884716761, 'beta0_train': 10356.781981235545, 'beta1_val': 540.2263609337072, 'beta0_val': -446.2494153532564, 'selected_score': 8349.116506069775, 'evaluations': 320, 'seconds': 0.465062700008275, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2252.6253022886094,2426.4695289080355,0.465062700008275,0.5214855000085663
"[{'theta': array([-7.88004145e+03, -6.46369591e+03, -1.34567539e+00, -8.82505086e+02,
        1.44925977e+00, -4.00305115e+02, -1.88913610e+00]), 'n_active': 7, 'beta1_train': 7854.962843944372, 'beta0_train': 8981.418617458585, 'beta1_val': 2851.348203704721, 'beta0_val': -149.12266921347597, 'selected_score': 7620.469749200132, 'evaluations': 320, 'seconds': 0.42952610000793356, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2426.4695289080355,2330.752229814814,0.42952610000793356,0.48700999999709893
"[{'theta': array([-2.36720751e+03, -7.01881502e+03, -2.59289387e-01, -2.65139223e+02,
        8.73986808e-01, -3.43776623e+02, -1.08566656e+00]), 'n_active': 7, 'beta1_train': 3629.1928733017808, 'beta0_train': 4485.825692296195, 'beta1_val': -455.54505862074916, 'beta0_val': -455.54505862074916, 'selected_score': 3461.5188576804776, 'evaluations': 320, 'seconds': 0.5180284999951255, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2330.752229814814,2212.7691071420913,0.5180284999951255,0.5795074000052409
"[{'theta': array([-6.99185794e+03, -5.77828720e+03, -5.16388189e-01, -4.23455534e+02,
        1.66458970e+00, -1.95982116e+03,  1.87290546e+00]), 'n_active': 7, 'beta1_train': 2059.657491179412, 'beta0_train': 2331.749288486507, 'beta1_val': -839.9618929089302, 'beta0_val': -839.9618929089302, 'selected_score': 1681.1500905848397, 'evaluations': 320, 'seconds': 0.539102599999751, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2212.7691071420913,3116.1483778005295,0.539102599999751,0.6113105999975232
"[{'theta': array([-2.06610562e+03, -6.83260693e+02,  1.49898604e+00, -5.43654759e+02,
        9.32963798e-01, -7.26792193e+03,  5.21118077e-01]), 'n_active': 7, 'beta1_train': 4532.3144143664285, 'beta0_train': 4480.76437633073, 'beta1_val': 578.8721632444018, 'beta0_val': -527.0577718983347, 'selected_score': 3488.6478592233702, 'evaluations': 320, 'seconds': 0.4698742999898968, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,3116.1483778005295,2247.795076023244,0.4698742999898968,0.5382306999963475
"[{'theta': array([-2.85284687e+02, -5.64473515e+02, -1.85661840e-01, -5.44291578e+02,
       -3.98927491e-01, -6.89145927e+03,  0.00000000e+00]), 'n_active': 7, 'beta1_train': 2323.828226335438, 'beta0_train': 1940.4656852143135, 'beta1_val': 349.87063043967635, 'beta0_val': -492.20170838127723, 'selected_score': 1357.8800428065806, 'evaluations': 320, 'seconds': 0.5087352999980794, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2247.795076023244,2460.7872042592603,0.5087352999980794,0.5767661999998381
"[{'theta': array([-4.89343874e+03, -5.21941832e+02, -1.01484757e-01, -6.33348456e+02,
        1.35725880e+00, -5.84442064e+03,  1.27306891e+00]), 'n_active': 7, 'beta1_train': 1063.3118647930012, 'beta0_train': 404.37129877624557, 'beta1_val': -305.0940186685086, 'beta0_val': -305.0940186685183, 'selected_score': 21.993986111120073, 'evaluations': 320, 'seconds': 0.5157800000015413, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2460.7872042592603,2126.4130377777774,0.5157800000015413,0.602424600001541
"[{'theta': array([-4.26026767e+03, -2.61403114e+03,  1.12058006e-01, -7.03609824e+02,
       -1.81874095e+00, -2.12795524e+03, -1.86572199e+00]), 'n_active': 7, 'beta1_train': 1547.0214958859906, 'beta0_train': 941.804734805884, 'beta1_val': -577.9581481345172, 'beta0_val': -606.1785641266671, 'selected_score': 435.2869933581172, 'evaluations': 320, 'seconds': 0.4732625000033295, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2126.4130377777774,1810.770107466626,0.4732625000033295,0.5405900999903679
"[{'theta': array([-1.18891023e+03, -8.91409003e+03,  1.82462547e+00, -7.76256474e+02,
       -1.84512948e+00, -5.15873473e+03, -1.64657984e+00]), 'n_active': 7, 'beta1_train': 2067.3098045720067, 'beta0_train': 1529.37183130665, 'beta1_val': 2358.4635930514173, 'beta0_val': 637.5671809013563, 'selected_score': 995.8188624380566, 'evaluations': 320, 'seconds': 0.49034950000350364, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1810.770107466626,2217.872945,0.49034950000350364,0.5606282000080682
"[{'theta': array([-2.45175867e+03, -4.39782524e+03, -5.88747058e-02, -9.12972168e+02,
       -5.04868116e-01, -9.55844200e+03, -7.28214883e-01]), 'n_active': 7, 'beta1_train': 773.03411500524, 'beta0_train': 230.79178182028258, 'beta1_val': 754.4705120403139, 'beta0_val': -172.92953905032917, 'selected_score': 81.82791127541918, 'evaluations': 320, 'seconds': 0.4640571999916574, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2217.872945,1808.0661780604369,0.4640571999916574,0.5298119000071893
"[{'theta': array([-1.45861584e+03, -2.57219939e+03, -4.75839151e-01, -5.59911783e+02,
        2.52588618e-01, -2.43169455e+03,  1.15465913e+00]), 'n_active': 7, 'beta1_train': -340.37250537211054, 'beta0_train': -785.3817780628319, 'beta1_val': 78.36508946220567, 'beta0_val': -689.6303416413201, 'selected_score': -792.3490571381589, 'evaluations': 320, 'seconds': 0.44962340001075063, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1808.0661780604369,2681.0669822990644,0.44962340001075063,0.5110775000066496
"[{'theta': array([-3.18556185e+03, -6.30687833e+03,  8.90362184e-01, -6.22457331e+02,
       -4.30879081e-01, -2.21451953e+03, -3.68377841e-01]), 'n_active': 7, 'beta1_train': 1842.6332812408375, 'beta0_train': 954.1584763822368, 'beta1_val': 1390.6463598243945, 'beta0_val': -640.4782231822807, 'selected_score': 457.99819885312553, 'evaluations': 320, 'seconds': 0.4377324000088265, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2681.0669822990644,3287.9306886927566,0.4377324000088265,0.4940948000003118
"[{'theta': array([-5.96203783e+03, -3.75793024e+03, -1.51786075e+00, -8.90061189e+02,
       -1.50995720e+00, -9.45989689e+03, -5.77334642e-01]), 'n_active': 7, 'beta1_train': 2173.366237761742, 'beta0_train': 684.1561125767425, 'beta1_val': 727.0587486743166, 'beta0_val': -1091.278528393621, 'selected_score': 335.65765973538777, 'evaluations': 320, 'seconds': 0.43689789999916684, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,3287.9306886927566,2246.7384283333345,0.43689789999916684,0.5009580000041751
"[{'theta': array([-2.71722947e+03, -4.31393966e+03, -8.14222982e-01, -7.01165464e+02,
       -3.51651542e-01, -5.69265337e+03,  7.01691302e-01]), 'n_active': 7, 'beta1_train': 850.9167934723455, 'beta0_train': 252.43483311800492, 'beta1_val': -893.0456954919758, 'beta0_val': -893.0456954919758, 'selected_score': -101.62038682521104, 'evaluations': 320, 'seconds': 0.4659255000005942, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2246.7384283333345,2621.602761851851,0.4659255000005942,0.529906600000686
"[{'theta': array([-1.97637426e+03, -9.14214792e+03, -3.60317780e-01, -6.55007322e+02,
       -5.55643051e-01, -8.11426424e+03,  1.52153166e+00]), 'n_active': 7, 'beta1_train': 1038.20179145123, 'beta0_train': 366.0938997889982, 'beta1_val': -1102.9276893463377, 'beta0_val': -1102.9276893463377, 'selected_score': 37.83995216401564, 'evaluations': 320, 'seconds': 0.469874800008256, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2621.602761851851,2281.343967270843,0.469874800008256,0.5338674999948125
"[{'theta': array([-9600., -9600.,     0., -9600.,     0., -9600.,     0.]), 'n_active': 7, 'beta1_train': 1590.000710137679, 'beta0_train': 857.994912698565, 'beta1_val': 4949.531707302141, 'beta0_val': -336.65187982782675, 'selected_score': 857.994912698565, 'evaluations': 320, 'seconds': 0.463811200010241, 'method': 'differential_evolution_v2', 'accepted_search': False, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2281.343967270843,1761.0193161111108,0.463811200010241,0.5318094999965979
"[{'theta': array([-9600., -9600.,     0., -9600.,     0., -9600.,     0.]), 'n_active': 7, 'beta1_train': 344.44950944184455, 'beta0_train': -162.57227438515042, 'beta1_val': 3124.3329877926462, 'beta0_val': -28.26299786912574, 'selected_score': -162.57227438515042, 'evaluations': 320, 'seconds': 0.48557390000496525, 'method': 'differential_evolution_v2', 'accepted_search': False, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1761.0193161111108,2410.7866583333334,0.48557390000496525,0.5492813000018941
"[{'theta': array([-8.89807361e+03, -7.93285761e+03,  6.43557405e-01, -7.03723353e+02,
        1.10590760e+00, -8.06737216e+03, -1.15222825e+00]), 'n_active': 7, 'beta1_train': 136.94679769975457, 'beta0_train': -403.15201305893726, 'beta1_val': -875.777646088851, 'beta0_val': -892.0403020606584, 'selected_score': -582.5265231966184, 'evaluations': 320, 'seconds': 0.4702745000104187, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2410.7866583333334,2730.489948518522,0.4702745000104187,0.541421599991736
"[{'theta': array([-4.36868067e+03, -4.24438369e+03,  2.30999593e-01, -7.40855623e+02,
        1.81045144e+00, -6.99819260e+03,  1.06256349e+00]), 'n_active': 7, 'beta1_train': 1435.7527913020456, 'beta0_train': 441.48811986215196, 'beta1_val': -77.35587577266767, 'beta0_val': -595.4406727906176, 'selected_score': 181.11304686054117, 'evaluations': 320, 'seconds': 0.48028010000416543, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2730.489948518522,2386.5039866666675,0.48028010000416543,0.5460722999996506
"[{'theta': array([-9600., -9600.,     0., -9600.,     0., -9600.,     0.]), 'n_active': 7, 'beta1_train': 1384.440615635604, 'beta0_train': 657.006432716186, 'beta1_val': 3954.3796122481426, 'beta0_val': -669.7802147719551, 'selected_score': 657.006432716186, 'evaluations': 320, 'seconds': 0.49471049998828676, 'method': 'differential_evolution_v2', 'accepted_search': False, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2386.5039866666675,5813.332479917403,0.49471049998828676,0.5595021999906749
"[{'theta': array([-6.45078199e+03, -8.44902174e+03,  1.10242103e+00, -5.89689530e+02,
       -1.12112433e+00, -2.66418530e+03,  1.60792021e-01]), 'n_active': 7, 'beta1_train': 1536.2311104100693, 'beta0_train': 778.9894872891955, 'beta1_val': -2245.5594097222215, 'beta0_val': -2245.5594097222215, 'selected_score': 432.07877873628996, 'evaluations': 320, 'seconds': 0.4615972000028705, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,5813.332479917403,5645.4681735185195,0.4615972000028705,0.5277019000059227
"[{'theta': array([-3.12453475e+03, -8.02588309e+03,  4.13771482e-01, -6.54562555e+02,
        1.34500860e+00, -8.06257218e+03, -8.44925645e-01]), 'n_active': 7, 'beta1_train': 1991.367123134682, 'beta0_train': 1095.7770235178796, 'beta1_val': -2320.549816436135, 'beta0_val': -2373.6857464580253, 'selected_score': 679.546495666063, 'evaluations': 320, 'seconds': 0.4452281999983825, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,5645.4681735185195,5570.503516296298,0.4452281999983825,0.5073224999941885
"[{'theta': array([-6.01839818e+03, -7.20177429e+03,  1.81114671e+00, -6.68192112e+02,
        1.40470821e+00, -2.46042538e+03,  1.53197232e+00]), 'n_active': 7, 'beta1_train': 2618.2928204289583, 'beta0_train': 2007.4696768782026, 'beta1_val': -1012.0316289155559, 'beta0_val': -1012.0316289155559, 'selected_score': 1489.8322887815916, 'evaluations': 320, 'seconds': 0.4371812999888789, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,5570.503516296298,5476.451378148148,0.4371812999888789,0.5041970000020228
"[{'theta': array([-9.95838844e+02, -8.73487566e+02, -1.83017366e-01, -5.17494878e+02,
        1.17016938e+00, -4.60397520e+03, -3.41813814e-01]), 'n_active': 7, 'beta1_train': 524.0170755622173, 'beta0_train': 161.65177778953952, 'beta1_val': -785.7421694495882, 'beta0_val': -785.7421694495882, 'selected_score': 38.40168930203659, 'evaluations': 320, 'seconds': 0.5019303999870317, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,5476.451378148148,5689.824908703702,0.5019303999870317,0.5737335000012536
"[{'theta': array([-8.49821875e+03, -1.35920429e+03,  1.17883214e+00, -4.12652030e+02,
       -1.24784388e+00, -1.32360016e+03, -1.29235365e+00]), 'n_active': 7, 'beta1_train': -2414.5505552048776, 'beta0_train': -2750.5279879437044, 'beta1_val': -4482.0868616204925, 'beta0_val': -4482.0868616204925, 'selected_score': -2892.5130838078435, 'evaluations': 320, 'seconds': 0.571099900000263, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,5689.824908703702,10347.418759259259,0.571099900000263,0.657251600001473
"[{'theta': array([-2.07215042e+03, -2.84314199e+03,  7.00924003e-01, -4.15692454e+02,
       -1.89106612e+00, -2.81558743e+03,  1.98947165e+00]), 'n_active': 7, 'beta1_train': 2262.5516275800387, 'beta0_train': 1837.7591142478777, 'beta1_val': -1807.6495777952714, 'beta0_val': -2370.8129963259253, 'selected_score': 1148.2286677462234, 'evaluations': 320, 'seconds': 0.6569492999988142, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,10347.418759259259,5420.2535425925935,0.6569492999988142,0.7433731999917654
